id,zip,stratum2,region,stratum2014,region2014,r_stratum2014,psu,ssu,wsel0,wsel,wr_19_4,wr_19_5,wave,qtype,year,year_m,sd,sh,sm,gender,birth_year,birth_place,birth_place_code,before15_place,before15_place_code,religion,edu,marriage,taiwanese_or_chinese,taiwan_indep,political_party,social_class,pre_ele_101,pre_ele_97,month_income,mothe_house_income
437202,"台中市大甲區","新興市鎮","中彰投",5,"中彰投",33,2,2,1.3410498,1.2954791,.96988414,.43228761,"0605","卷一",2014,103,20 Aug 14,10,6,"女性",32,"臺中市","台中市大甲區","臺中市","台中市大甲區","民間信仰","無/不識字(跳答b3)","已婚且與配偶同住","台灣人","無法選擇","都沒有___都支持","01最底層","有,但拒答或忘記投給誰","有","1萬元以下","1萬元以下"
437203,"台中市大甲區","新興市鎮","中彰投",5,"中彰投",33,2,2,1.3410498,1.2954791,.94769812,1.2314926,"0605","卷一",2014,103,21 Aug 14,9,55,"男性",14,"其他","山東省","其他","山東省","沒有宗教信仰","自修/識字/私塾(跳答b3)","已婚且與配偶同住","兩者都是:是台灣人也是中國人","維持現狀,以後走向統一","國民黨(跳答h7)","01最底層","有,投給馬英九","有","1萬元以下","1萬元以下"
437204,"台中市大甲區","新興市鎮","中彰投",5,"中彰投",33,2,2,1.3410498,1.2954791,1.047483,1.0784547,"0605","卷一",2014,103,23 Aug 14,15,27,"女性",70,"臺中市","台中市大甲區","臺中市","台中市大甲區","民間信仰","二專","單身且從沒結過婚(跳答b8)","台灣人","永遠維持現狀","都沒有___都支持","05","沒有去投票","沒有","2-3萬元以下","2-3萬元以下"
437206,"台中市大甲區","新興市鎮","中彰投",5,"中彰投",33,2,2,1.3410498,1.2954791,1.0174358,1.0099102,"0605","卷一",2014,103,24 Aug 14,15,19,"男性",74,"臺中市","台中市大甲區","臺中市","台中市大甲區","沒有宗教信仰","高中普通科","單身且從沒結過婚(跳答b8)","兩者都是:是台灣人也是中國人","永遠維持現狀","都沒有___都支持","05","有,但拒答或忘記投給誰","忘記有沒有領公投票","4-5萬元以下","9-10萬元以下"
437207,"台中市大甲區","新興市鎮","中彰投",5,"中彰投",33,2,2,1.3410498,1.2954791,1.241732,1.2068526,"0605","卷一",2014,103,27 Aug 14,17,18,"男性",48,"臺中市","台中市大甲區","臺中市","台中市大甲區","民間信仰","國(初)中","離婚(跳答b8)","台灣人","永遠維持現狀","民進黨(跳答h7)","05","有,投給蔡英文","有","2-3萬元以下","2-3萬元以下"
437209,"台中市大甲區","新興市鎮","中彰投",5,"中彰投",33,2,2,1.3410498,1.2954791,1.2495006,1.2349739,"0605","卷一",2014,103,30 Aug 14,20,19,"男性",56,"臺中市","台中市大甲區","臺中市","台中市大甲區","民間信仰","高中普通科","已婚且與配偶同住","台灣人","永遠維持現狀","都沒有___都支持","01最底層","沒有去投票","沒有","1萬元以下","1萬元以下"
437211,"台中市大甲區","新興市鎮","中彰投",5,"中彰投",33,2,2,1.3410498,1.2954791,.71434093,.80413794,"0605","卷一",2014,103,25 Aug 14,19,25,"男性",42,"臺中市","台中市大甲區","臺中市","台中市大甲區","民間信仰","小學","已婚且與配偶同住","台灣人","維持現狀,看情形再決定獨立或統一","民進黨(跳答h7)","01最底層","有,投給蔡英文","有","2-3萬元以下","6-7萬元以下"
437213,"台中市大甲區","新興市鎮","中彰投",5,"中彰投",33,2,2,1.3410498,1.2954791,1.2495006,1.2349739,"0605","卷一",2014,103,10 Sep 14,15,3,"男性",62,"臺中市","台中市大甲區","臺中市","台中市大甲區","民間信仰","高職","已婚且與配偶同住","台灣人","維持現狀,以後走向統一","親民黨(跳答h7)","03","有,但拒答或忘記投給誰","有","4-5萬元以下","4-5萬元以下"
437214,"台中市大甲區","新興市鎮","中彰投",5,"中彰投",33,2,2,1.3410498,1.2954791,.73106396,.85015529,"0605","卷一",2014,103,25 Aug 14,10,17,"女性",42,"臺中市","台中市外埔區","臺中市","台中市外埔區","民間信仰","小學","已婚且與配偶同住","台灣人","永遠維持現狀","都沒有___都支持","01最底層","有,但拒答或忘記投給誰","有","1-2萬元以下","不知道"
437217,"台中市大甲區","新興市鎮","中彰投",5,"中彰投",33,2,2,1.3410498,1.2954791,.96988414,.43228761,"0605","卷一",2014,103,19 Aug 14,10,6,"女性",26,"苗栗縣","苗栗縣苑裡鎮","苗栗縣","苗栗縣苑裡鎮","民間信仰","無/不識字(跳答b3)","已婚且與配偶同住","台灣人","無法選擇","都沒有___都支持","01最底層","有,但拒答或忘記投給誰","有","1萬元以下","1萬元以下"
437218,"台中市大甲區","新興市鎮","中彰投",5,"中彰投",33,2,2,1.3410498,1.2954791,.91932237,.9157643,"0605","卷一",2014,103,28 Aug 14,13,59,"男性",79,"臺中市","台中市大甲區","臺中市","台中市大甲區","佛教,有皈依","大學","單身且從沒結過婚(跳答b8)","都不是,請說明","維持現狀,看情形再決定獨立或統一","都沒有___都支持","04","有,投給馬英九","當時未滿20歲","1萬元以下","7-8萬元以下"
437220,"台中市大甲區","新興市鎮","中彰投",5,"中彰投",33,2,2,1.3410498,1.2954791,1.2495006,1.2349739,"0605","卷一",2014,103,31 Aug 14,10,28,"男性",60,"臺中市","台中市大甲區","臺中市","台中市大甲區","民間信仰","高職","已婚且與配偶同住","台灣人","永遠維持現狀","都沒有___都支持","05","有,投給馬英九","沒有","3-4萬元以下","12-13萬元以下"
437221,"台中市大甲區","新興市鎮","中彰投",5,"中彰投",33,2,2,1.3410498,1.2954791,1.3489057,1.3668687,"0605","卷一",2014,103,26 Aug 14,17,11,"女性",63,"臺中市","台中市大甲區","臺中市","台中市大甲區","民間信仰","國(初)中","已婚且與配偶同住","台灣人","永遠維持現狀","都沒有___都支持","04","有,但拒答或忘記投給誰","忘記有沒有領公投票","1-2萬元以下","3-4萬元以下"
437222,"台中市大甲區","新興市鎮","中彰投",5,"中彰投",33,2,2,1.3410498,1.2954791,.91932237,.9157643,"0605","卷一",2014,103,08 Sep 14,12,1,"男性",77,"新竹市","新竹市","臺中市","台中市大甲區","民間信仰","大學","單身且從沒結過婚(跳答b8)","台灣人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","03","有,但拒答或忘記投給誰","當時未滿20歲","3-4萬元以下","8-9萬元以下"
437224,"台中市大甲區","新興市鎮","中彰投",5,"中彰投",33,2,2,1.3410498,1.2954791,1.1327558,1.1249501,"0605","卷一",2014,103,31 Aug 14,16,22,"男性",71,"臺中市","台中市大甲區","臺中市","台中市大甲區","民間信仰","高職","已婚且與配偶同住","兩者都是:是台灣人也是中國人","永遠維持現狀","都沒有___都支持","05","有,但拒答或忘記投給誰","沒有","3-4萬元以下","6-7萬元以下"
500101,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,1,.91284002,.88182042,.9541248,.93689539,"0605","卷一",2014,103,19 Oct 14,21,10,"女性",59,"彰化縣","彰化縣鹿港鎮","彰化縣","彰化縣鹿港鎮","民間信仰","高職","已婚且與配偶同住","兩者都是:是台灣人也是中國人","永遠維持現狀","都沒有___都支持","03","有,投給馬英九","沒有","3-4萬元以下","6-7萬元以下"
500102,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,1,.91284002,.88182042,.68594089,.657127,"0605","卷一",2014,103,19 Oct 14,22,34,"男性",79,"彰化縣","彰化縣北斗鎮","彰化縣","彰化縣彰化市","民間信仰","技術學院,科大","單身且從沒結過婚(跳答b8)","台灣人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","05","有,投給蔡英文","當時未滿20歲","1-2萬元以下","不知道"
500107,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,1,.91284002,.88182042,1.1101984,1.076755,"0605","卷一",2014,103,24 Oct 14,12,40,"女性",56,"彰化縣","彰化縣彰化市","彰化縣","彰化縣彰化市","佛教,未皈依","國(初)中","已婚且與配偶同住","兩者都是:是台灣人也是中國人","永遠維持現狀","都沒有___都支持","05","有,投給馬英九","沒有","無收入","4-5萬元以下"
500108,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,1,.91284002,.88182042,.76368805,.73198098,"0605","卷一",2014,103,20 Oct 14,9,13,"男性",65,"彰化縣","彰化縣鹿港鎮","彰化縣","彰化縣鹿港鎮","道教","碩士","已婚且與配偶同住","兩者都是:是台灣人也是中國人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","05","有,投給馬英九","有","7-8萬元以下","9-10萬元以下"
500109,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,1,.91284002,.88182042,.78156632,.7738691,"0605","卷一",2014,103,15 Oct 14,10,48,"女性",71,"彰化縣","彰化縣大村鄉","新北市","新北市板橋區","沒有宗教信仰","碩士","已婚且與配偶同住","兩者都是:是台灣人也是中國人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","06","有,投給馬英九","有","6-7萬元以下","50-100萬元以下"
500111,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,1,.91284002,.88182042,.71946908,.68327409,"0605","卷一",2014,103,29 Oct 14,11,18,"男性",47,"南投縣","南投縣草屯鎮","南投縣","南投縣草屯鎮","民間信仰","大學","已婚且與配偶同住","兩者都是:是台灣人也是中國人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","06","有,投給蔡英文","忘記有沒有領公投票","4-5萬元以下","9-10萬元以下"
500112,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,1,.91284002,.88182042,.84239575,.80357112,"0605","卷一",2014,103,08 Sep 14,15,5,"男性",60,"高雄市","高雄市苓雅區","高雄市","高雄市苓雅區","民間信仰","三專","已婚但沒有與配偶同住","台灣人","永遠維持現狀","都沒有___都支持","08","沒有去投票","沒有去投票","6-7萬元以下","6-7萬元以下"
500113,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,1,.91284002,.88182042,.70711309,.88368484,"0605","卷一",2014,103,25 Aug 14,9,44,"男性",24,"彰化縣","彰化縣員林鎮","彰化縣","彰化縣員林鎮","民間信仰","小學","已婚且與配偶同住","台灣人","永遠維持現狀","國民黨(跳答h7)","06","有,投給馬英九","沒有","1萬元以下","1-2萬元以下"
500114,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,1,.91284002,.88182042,.8451916,.80723292,"0605","卷一",2014,103,21 Aug 14,9,39,"男性",69,"彰化縣","彰化縣彰化市","彰化縣","彰化縣彰化市","民間信仰","高職","單身且從沒結過婚(跳答b8)","台灣人","永遠維持現狀","都沒有___都支持","05","沒有去投票","沒有去投票","3-4萬元以下","7-8萬元以下"
500115,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,1,.91284002,.88182042,.78156632,.7738691,"0605","卷一",2014,103,30 Aug 14,16,34,"女性",63,"彰化縣","彰化縣彰化市","彰化縣","彰化縣彰化市","民間信仰","二專","單身且從沒結過婚(跳答b8)","台灣人","永遠維持現狀","都沒有___都支持","05","有,投給馬英九","沒有","3-4萬元以下","12-13萬元以下"
500117,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,1,.91284002,.88182042,.9541248,.93689539,"0605","卷一",2014,103,29 Oct 14,10,26,"女性",61,"彰化縣","彰化縣彰化市","彰化縣","彰化縣彰化市","佛教,有皈依","高職","已婚且與配偶同住","台灣人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","07","有,投給馬英九","忘記有沒有領公投票","無收入","9-10萬元以下"
500118,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,1,.91284002,.88182042,.76368805,.73198098,"0605","卷一",2014,103,13 Sep 14,11,7,"男性",71,"彰化縣","彰化縣彰化市","彰化縣","彰化縣彰化市","民間信仰","大學","單身且從沒結過婚(跳答b8)","台灣人","維持現狀,以後走向統一","都沒有___都支持","04","沒有去投票","沒有去投票","3-4萬元以下","3-4萬元以下"
500119,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,1,.91284002,.88182042,.86286973,.81283911,"0605","卷一",2014,103,17 Aug 14,9,30,"男性",38,"屏東縣","屏東縣屏東市","屏東縣","屏東縣屏東市","民間信仰","國(初)中","已婚且與配偶同住","台灣人","永遠維持現狀","民進黨(跳答h7)","06","有,投給蔡英文","有","2-3萬元以下","5-6萬元以下"
500120,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,1,.91284002,.88182042,.94819265,.91556155,"0605","卷一",2014,103,12 Oct 14,17,37,"女性",52,"嘉義縣","嘉義縣新港鄉","嘉義縣","嘉義縣新港鄉","佛教,未皈依","國(初)中","已婚且與配偶同住","兩者都是:是台灣人也是中國人","永遠維持現狀","都沒有___都支持","04","沒有去投票","沒有","1萬元以下","不知道"
500122,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,1,.91284002,.88182042,.74156599,.70725948,"0605","卷一",2014,103,06 Aug 14,9,26,"男性",39,"花蓮縣","花蓮縣玉里鎮","花蓮縣","花蓮縣玉里鎮","佛教,未皈依","高職","已婚且與配偶同住","台灣人","永遠維持現狀","國民黨(跳答h7)","05","有,投給馬英九","沒有","4-5萬元以下","10-11萬元以下"
500124,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,1,.91284002,.88182042,.70711309,.88368484,"0605","卷一",2014,103,05 Aug 14,14,37,"男性",25,"彰化縣","彰化縣彰化市","彰化縣","彰化縣彰化市","民間信仰","小學","已婚且與配偶同住","台灣人","維持現狀,以後走向獨立","國民黨(跳答h7)","06","有,投給蔡英文","沒有","1萬元以下","14-15萬元以下"
500125,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,1,.91284002,.88182042,.98381692,1.0831286,"0605","卷一",2014,103,06 Aug 14,10,41,"男性",32,"南投縣","南投縣集集鎮","南投縣","南投縣集集鎮","民間信仰","高職","已婚且與配偶同住","台灣人","永遠維持現狀","國民黨(跳答h7)","06","有,投給馬英九","有","1萬元以下","1-2萬元以下"
500127,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,1,.91284002,.88182042,.76368805,.73198098,"0605","卷一",2014,103,30 Oct 14,19,32,"男性",72,"彰化縣","彰化縣彰化市","彰化縣","彰化縣彰化市","佛教,未皈依","二專","已婚且與配偶同住","台灣人","維持現狀,看情形再決定獨立或統一","民進黨(跳答h7)","06","有,投給蔡英文","有","4-5萬元以下","5-6萬元以下"
500129,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,1,.91284002,.88182042,.84239575,.80357112,"0605","卷一",2014,103,12 Oct 14,15,55,"男性",61,"雲林縣","雲林縣大埤鄉","彰化縣","彰化縣彰化市","民間信仰","技術學院,科大","已婚且與配偶同住","台灣人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","02","有,但拒答或忘記投給誰","有","5-6萬元以下","7-8萬元以下"
500131,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,1,.91284002,.88182042,.53299655,.57702702,"0605","卷一",2014,103,25 Aug 14,10,34,"男性",37,"嘉義縣","嘉義縣阿里山鄉","嘉義縣","嘉義縣阿里山鄉","民間信仰","小學","已婚且與配偶同住","台灣人","永遠維持現狀","都沒有___都支持","04","有,投給蔡英文","沒有","1萬元以下","5-6萬元以下"
500202,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,2,.91284002,.88182042,.68594089,.657127,"0605","卷一",2014,103,11 Oct 14,18,2,"男性",83,"彰化縣","彰化縣彰化市","彰化縣","彰化縣彰化市","道教","技術學院,科大","單身且從沒結過婚(跳答b8)","台灣人","維持現狀,看情形再決定獨立或統一","民進黨(跳答h7)","06","當時未滿20歲(跳答h10)","當時未滿20歲","2-3萬元以下","不知道"
500203,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,2,.91284002,.88182042,.70199906,.69473155,"0605","卷一",2014,103,14 Aug 14,15,50,"女性",83,"彰化縣","彰化縣彰化市","彰化縣","彰化縣彰化市","民間信仰","技術學院,科大","單身且從沒結過婚(跳答b8)","台灣人","維持現狀,以後走向獨立","都沒有___都支持","05","當時未滿20歲(跳答h10)","當時未滿20歲","無收入","8-9萬元以下"
500204,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,2,.91284002,.88182042,.78156632,.7738691,"0605","卷一",2014,103,18 Aug 14,18,16,"女性",63,"彰化縣","彰化縣彰化市","彰化縣","彰化縣彰化市","民間信仰","碩士","單身且從沒結過婚(跳答b8)","台灣人","儘快獨立","都沒有___都支持","05","有,投給蔡英文","有","6-7萬元以下","15-16萬元以下"
500205,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,2,.91284002,.88182042,.84239575,.80357112,"0605","卷一",2014,103,03 Sep 14,13,55,"男性",61,"彰化縣","彰化縣彰化市","彰化縣","彰化縣彰化市","民間信仰","五專","已婚且與配偶同住","台灣人","維持現狀,看情形再決定獨立或統一","國民黨(跳答h7)","05","有,投給馬英九","有","7-8萬元以下","7-8萬元以下"
500206,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,2,.91284002,.88182042,.72366692,.93425432,"0605","卷一",2014,103,11 Oct 14,13,37,"女性",24,"彰化縣","彰化縣北斗鎮","彰化縣","彰化縣北斗鎮","民間信仰","小學","已婚且與配偶同住","兩者都是:是台灣人也是中國人","無法選擇","都沒有___都支持","無法選擇","有,投給馬英九","忘記有沒有領公投票","1-2萬元以下","2-3萬元以下"
500207,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,2,.91284002,.88182042,1.1715466,1.3160535,"0605","卷一",2014,103,14 Aug 14,14,36,"女性",31,"彰化縣","彰化縣和美鎮","彰化縣","彰化縣和美鎮","民間信仰","國(初)中","已婚且與配偶同住","台灣人","永遠維持現狀","國民黨(跳答h7)","05","有,投給馬英九","沒有","1萬元以下","15-16萬元以下"
500208,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,2,.91284002,.88182042,.53299655,.57702702,"0605","卷一",2014,103,31 Aug 14,10,19,"男性",40,"彰化縣","彰化縣和美鎮","彰化縣","彰化縣和美鎮","佛教,未皈依","小學","配偶去世","台灣人","永遠維持現狀","都沒有___都支持","02","有,投給蔡英文","有","1萬元以下","1-2萬元以下"
500211,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,2,.91284002,.88182042,.9541248,.93689539,"0605","卷一",2014,103,02 Sep 14,19,52,"女性",56,"彰化縣","彰化縣花壇鄉","彰化縣","彰化縣芬園鄉","民間信仰","高職","已婚且與配偶同住","台灣人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","04","有,投給馬英九","有","1-2萬元以下","4-5萬元以下"
500212,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,2,.91284002,.88182042,.70711309,.29340714,"0605","卷一",2014,103,18 Aug 14,10,21,"男性",25,"彰化縣","彰化縣彰化市","彰化縣","彰化縣彰化市","民間信仰","無/不識字(跳答b3)","已婚且與配偶同住","台灣人","無法選擇","國民黨(跳答h7)","06","有,投給馬英九","沒有","1-2萬元以下","15-16萬元以下"
500213,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,2,.91284002,.88182042,.76368805,.73198098,"0605","卷一",2014,103,01 Sep 14,20,27,"男性",66,"彰化縣","彰化縣彰化市","彰化縣","彰化縣彰化市","道教","碩士","已婚但沒有與配偶同住","台灣人","維持現狀,看情形再決定獨立或統一","泛綠","05","有,投給蔡英文","有","11-12萬元以下","11-12萬元以下"
500215,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,2,.91284002,.88182042,.70711309,.88368484,"0605","卷一",2014,103,01 Sep 14,9,23,"男性",21,"彰化縣","彰化縣彰化市","彰化縣","彰化縣彰化市","民間信仰","小學","已婚且與配偶同住","台灣人","永遠維持現狀","民進黨(跳答h7)","05","有,投給蔡英文","有","1萬元以下","2-3萬元以下"
500216,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,2,.91284002,.88182042,.68594089,.657127,"0605","卷一",2014,103,03 Nov 14,11,11,"男性",84,"臺南市","台南市中西區","彰化縣","彰化縣彰化市","沒有宗教信仰","大學","單身且從沒結過婚(跳答b8)","台灣人","儘快獨立","民進黨(跳答h7)","05","當時未滿20歲(跳答h10)","當時未滿20歲","1萬元以下","不知道"
500218,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,2,.91284002,.88182042,.70711309,.88368484,"0605","卷一",2014,103,01 Sep 14,10,25,"男性",18,"彰化縣","彰化縣彰化市","彰化縣","彰化縣彰化市","民間信仰","小學","配偶去世","台灣人","永遠維持現狀","民進黨(跳答h7)","04","有,投給蔡英文","沒有","1萬元以下","1萬元以下"
500219,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,2,.91284002,.88182042,.54547423,.6100478,"0605","卷一",2014,103,11 Aug 14,11,17,"女性",41,"嘉義縣","嘉義縣朴子市","嘉義縣","嘉義縣朴子市","民間信仰","小學","配偶去世","台灣人","永遠維持現狀","民進黨(跳答h7)","06","有,投給蔡英文","沒有","5-6萬元以下","15-16萬元以下"
500221,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,2,.91284002,.88182042,.53299655,.57702702,"0605","卷一",2014,103,26 Aug 14,9,51,"男性",36,"彰化縣","彰化縣彰化市","彰化縣","彰化縣彰化市","民間信仰","小學","已婚且與配偶同住","台灣人","永遠維持現狀","都沒有___都支持","05","有,但拒答或忘記投給誰","沒有","1-2萬元以下","9-10萬元以下"
500223,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,2,.91284002,.88182042,.9541248,.93689539,"0605","卷一",2014,103,07 Aug 14,10,5,"女性",54,"彰化縣","彰化縣秀水鄉","彰化縣","彰化縣秀水鄉","民間信仰","高職","已婚且與配偶同住","台灣人","永遠維持現狀","都沒有___都支持","01最底層","有,投給馬英九","有","1萬元以下","9-10萬元以下"
500226,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,2,.91284002,.88182042,.8451916,.80723292,"0605","卷一",2014,103,11 Oct 14,16,28,"男性",69,"彰化縣","彰化縣二水鄉","新北市","新北市新店區","佛教,未皈依","高職","單身且從沒結過婚(跳答b8)","兩者都是:是台灣人也是中國人","永遠維持現狀","都沒有___都支持","03","有,投給蔡英文","有","3-4萬元以下","7-8萬元以下"
500227,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,2,.91284002,.88182042,.76368805,.73198098,"0605","卷一",2014,103,24 Aug 14,9,41,"男性",67,"彰化縣","彰化縣和美鎮","彰化縣","彰化縣彰化市","民間信仰","碩士","已婚且與配偶同住","台灣人","永遠維持現狀","都沒有___都支持","04","有,投給馬英九","有","3-4萬元以下","9-10萬元以下"
500229,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,2,.91284002,.88182042,.58570071,.64994875,"0605","卷一",2014,103,24 Aug 14,11,15,"女性",51,"彰化縣","彰化縣彰化市","彰化縣","彰化縣彰化市","民間信仰","小學","已婚且與配偶同住","台灣人","永遠維持現狀","都沒有___都支持","04","有,投給馬英九","有","1萬元以下","4-5萬元以下"
500232,"彰化縣彰化市","新興市鎮","中彰投",4,"中彰投",32,4,2,.91284002,.88182042,.72366692,.93425432,"0605","卷一",2014,103,11 Aug 14,9,43,"女性",29,"彰化縣","彰化縣秀水鄉","彰化縣","彰化縣秀水鄉","民間信仰","小學","已婚且與配偶同住","台灣人","永遠維持現狀","有支持政黨,但不回答","06","有,但拒答或忘記投給誰","有","1萬元以下","9-10萬元以下"
508102,"彰化縣和美鎮","新興市鎮","中彰投",5,"中彰投",33,3,1,1.2378922,1.1958268,1.0665594,1.0928595,"0605","卷一",2014,103,19 Aug 14,13,43,"女性",58,"彰化縣","彰化縣線西鄉","彰化縣","彰化縣線西鄉","佛教,未皈依","博士","離婚(跳答b8)","台灣人","永遠維持現狀","都沒有___都支持","06","拒答有沒有去投票","忘記有沒有領公投票","拒答","拒答"
508103,"彰化縣和美鎮","新興市鎮","中彰投",5,"中彰投",33,3,1,1.2378922,1.1958268,.87479826,1.1367624,"0605","卷一",2014,103,19 Aug 14,10,24,"男性",27,"彰化縣","彰化縣和美鎮","彰化縣","彰化縣和美鎮","道教","小學","已婚且與配偶同住","台灣人","不知道","都沒有___都支持","無法選擇","有,投給蔡英文","沒有","1萬元以下","2-3萬元以下"
508104,"彰化縣和美鎮","新興市鎮","中彰投",5,"中彰投",33,3,1,1.2378922,1.1958268,.94478943,.94161223,"0605","卷一",2014,103,14 Aug 14,19,32,"男性",67,"彰化縣","彰化縣彰化市","彰化縣","彰化縣彰化市","道教","大學","已婚且與配偶同住","台灣人","維持現狀,以後走向獨立","泛綠","07","有,投給蔡英文","忘記有沒有領公投票","3-4萬元以下","3-4萬元以下"
508105,"彰化縣和美鎮","新興市鎮","中彰投",5,"中彰投",33,3,1,1.2378922,1.1958268,1.0674911,1.0456272,"0605","卷一",2014,103,05 Nov 14,16,0,"男性",38,"臺南市","台南市七股區","新北市","新北市三重區","民間信仰","國(初)中","已婚且與配偶同住","台灣人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","03","有,但拒答或忘記投給誰","忘記有沒有領公投票","3-4萬元以下","不知道"
508108,"彰化縣和美鎮","新興市鎮","中彰投",5,"中彰投",33,3,1,1.2378922,1.1958268,.72459408,.83608687,"0605","卷一",2014,103,10 Aug 14,19,23,"女性",45,"彰化縣","彰化縣和美鎮","彰化縣","彰化縣和美鎮","民間信仰","小學","已婚且與配偶同住","台灣人","儘快獨立","都沒有___都支持","06","有,投給蔡英文","沒有","無收入","不知道"
508109,"彰化縣和美鎮","新興市鎮","中彰投",5,"中彰投",33,3,1,1.2378922,1.1958268,.96690736,.99549664,"0605","卷一",2014,103,30 Aug 14,19,36,"女性",71,"彰化縣","彰化縣彰化市","彰化縣","彰化縣和美鎮","民間信仰","大學","單身且從沒結過婚(跳答b8)","台灣人","永遠維持現狀","國民黨(跳答h7)","03","有,投給馬英九","沒有","3-4萬元以下","不知道"
508110,"彰化縣和美鎮","新興市鎮","中彰投",5,"中彰投",33,3,1,1.2378922,1.1958268,.72459408,.83608687,"0605","卷一",2014,103,15 Aug 14,15,43,"女性",43,"彰化縣","彰化縣田尾鄉","彰化縣","彰化縣田尾鄉","佛教,未皈依","小學","已婚且與配偶同住","台灣人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","06","拒答有沒有去投票","忘記有沒有領公投票","1-2萬元以下","3-4萬元以下"
508111,"彰化縣和美鎮","新興市鎮","中彰投",5,"中彰投",33,3,1,1.2378922,1.1958268,.72459408,.83608687,"0605","卷一",2014,103,16 Aug 14,13,58,"女性",49,"彰化縣","彰化縣和美鎮","彰化縣","彰化縣和美鎮","民間信仰","小學","已婚且與配偶同住","台灣人","不知道","都沒有___都支持","05","拒答有沒有去投票","忘記有沒有領公投票","拒答","拒答"
508112,"彰化縣和美鎮","新興市鎮","中彰投",5,"中彰投",33,3,1,1.2378922,1.1958268,.65939162,.74228117,"0605","卷一",2014,103,23 Aug 14,15,52,"男性",41,"臺南市","台南市善化區","臺南市","台南市善化區","民間信仰","小學","配偶去世","台灣人","永遠維持現狀","都沒有___都支持","04","有,投給馬英九","有","3-4萬元以下","不知道"
508115,"彰化縣和美鎮","新興市鎮","中彰投",5,"中彰投",33,3,1,1.2378922,1.1958268,.84839639,.98328807,"0605","卷一",2014,103,16 Aug 14,17,52,"女性",53,"彰化縣","彰化縣和美鎮","彰化縣","彰化縣和美鎮","一貫道","小學","已婚且與配偶同住","兩者都是:是台灣人也是中國人","維持現狀,看情形再決定獨立或統一","泛藍","06","有,投給馬英九","有","1-2萬元以下","不知道"
