id,zip,stratum2,psu,ssu,wsel,wr,wave,qtype,year,year_m,sd,shour,smin,gender,birth_year,religion,before15_place_code,before15_place,marriage,edu,pre_ele_97,pre_ele_101,political_party,taiwanese_or_chinese,taiwan_indep,month_income,month_spouse_income,mothe_house_income
5050115,"彰化縣鹿港鎮","傳統產業市鎮",5,1,1.1368868,1.1852338,"0603","卷二",2012,101,12aug2012,"17","03","女",71,"佛教","彰化縣鹿港鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","高職(續答b2)","馬英九","沒有去投票(跳答f8)","都差不多","都是","維持現狀,以後走向統一","2-3萬元以下","4-5萬元以下","7-8萬元以下"
5050116,"彰化縣鹿港鎮","傳統產業市鎮",5,1,1.1368868,1.06717,"0603","卷二",2012,101,13aug2012,"13","57","男",65,"基督教","彰化縣鹿港鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","高中職業科(續答b2)","謝長廷","蔡英文(續答f7)","民進黨","台灣人","儘快宣布獨立","3-4萬元以下","有工作,但沒有收入","7-8萬元以下"
5050120,"彰化縣鹿港鎮","傳統產業市鎮",5,1,1.1368868,1.1777548,"0603","卷二",2012,101,25jul2012,"14","00","男",75,"沒有宗教信仰","彰化縣鹿港鎮","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","高職(續答b2)","謝長廷","蔡英文(續答f7)","都差不多","台灣人","永遠維持現狀","3-4萬元以下","跳答,不適用","9-10萬元以下"
5050121,"彰化縣鹿港鎮","傳統產業市鎮",5,1,1.1368868,.92784402,"0603","卷二",2012,101,12aug2012,"18","55","男",48,"民間信仰","台北市中山區","台北市(續答a7a)","已婚有偶(續答a11)","國(初)中(續答b2)","馬英九","馬英九(跳答f8)","國民黨","台灣人","維持現狀,以後走向獨立","3-4萬元以下","2-3萬元以下","5-6萬元以下"
5050122,"彰化縣鹿港鎮","傳統產業市鎮",5,1,1.1368868,.86827614,"0603","卷二",2012,101,27jul2012,"17","17","男",42,"佛教","彰化縣鹿港鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","小學(續答b2)","馬英九","馬英九(跳答f8)","都差不多","台灣人","永遠維持現狀","2-3萬元以下","沒有工作","9-10萬元以下"
5050124,"彰化縣鹿港鎮","傳統產業市鎮",5,1,1.1368868,.86920574,"0603","卷二",2012,101,07aug2012,"17","18","男",34,"佛教","彰化縣鹿港鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","小學(續答b2)","投廢票","蔡英文(續答f7)","都差不多","台灣人","儘快宣布獨立","沒有工作","有工作,但沒有收入","3-4萬元以下"
5050302,"彰化縣鹿港鎮","傳統產業市鎮",5,2,1.1368868,.83716514,"0603","卷二",2012,101,22jul2012,"17","53","男",66,"道教","彰化縣鹿港鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","二專(續答b2)","馬英九","馬英九(跳答f8)","國民黨","都不是","維持現狀,以後走向統一","沒有工作","沒有工作","沒有收入"
5050303,"彰化縣鹿港鎮","傳統產業市鎮",5,2,1.1368868,1.0872033,"0603","卷二",2012,101,17jul2012,"14","19","女",65,"佛教","彰化縣鹿港鎮","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","國(初)中(續答b2)","不知道/忘記了","蔡英文(續答f7)","都差不多","台灣人","儘快宣布獨立","沒有工作","跳答,不適用","4-5萬元以下"
5050306,"彰化縣鹿港鎮","傳統產業市鎮",5,2,1.1368868,.92784402,"0603","卷二",2012,101,10sep2012,"16","00","男",47,"道教","彰化縣鹿港鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","國(初)中(續答b2)","拒答","拒答(跳答f8)","都差不多","台灣人","永遠維持現狀","沒有工作","沒有工作","不知道"
5050307,"彰化縣鹿港鎮","傳統產業市鎮",5,2,1.1368868,1.3080529,"0603","卷二",2012,101,17jul2012,"10","58","女",72,"佛教","彰化縣鹿港鎮","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","高職(續答b2)","馬英九","馬英九(跳答f8)","國民黨","都是","永遠維持現狀","沒有工作","跳答,不適用","8-9萬元以下"
5050309,"彰化縣鹿港鎮","傳統產業市鎮",5,2,1.1368868,1.06717,"0603","卷二",2012,101,26jul2012,"15","07","男",71,"佛教","彰化縣鹿港鎮","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","高職(續答b2)","沒有去投票","沒有去投票(跳答f8)","都差不多","都是","維持現狀,以後走向統一","3-4萬元以下","跳答,不適用","3-4萬元以下"
5050310,"彰化縣鹿港鎮","傳統產業市鎮",5,2,1.1368868,1.0261311,"0603","卷二",2012,101,18jul2012,"20","56","女",79,"沒有宗教信仰","彰化縣鹿港鎮","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","大學(續答b2)","沒有投票權","沒有去投票(跳答f8)","都差不多","台灣人","永遠維持現狀","沒有工作","跳答,不適用","不知道"
5050311,"彰化縣鹿港鎮","傳統產業市鎮",5,2,1.1368868,1.199864,"0603","卷二",2012,101,26jul2012,"13","33","女",78,"沒有宗教信仰","彰化縣福興鄉","彰化縣(跳答a7h)","已婚有偶(續答a11)","國(初)中(續答b2)","沒有投票權","馬英九(跳答f8)","不知道","台灣人","永遠維持現狀","沒有工作","2-3萬元以下","4-5萬元以下"
5050313,"彰化縣鹿港鎮","傳統產業市鎮",5,2,1.1368868,1.0775094,"0603","卷二",2012,101,27jul2012,"20","10","男",57,"沒有宗教信仰","彰化縣鹿港鎮","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","高中普通科(續答b2)","馬英九","馬英九(跳答f8)","國民黨","都是","永遠維持現狀","2-3萬元以下","跳答,不適用","3-4萬元以下"
5050314,"彰化縣鹿港鎮","傳統產業市鎮",5,2,1.1368868,1.0261311,"0603","卷二",2012,101,27jul2012,"19","06","女",79,"沒有宗教信仰","彰化縣鹿港鎮","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","碩士(續答b2)","沒有投票權","馬英九(跳答f8)","都差不多","台灣人","永遠維持現狀","沒有工作","跳答,不適用","7-8萬元以下"
5050315,"彰化縣鹿港鎮","傳統產業市鎮",5,2,1.1368868,1.1967171,"0603","卷二",2012,101,28jul2012,"14","05","女",60,"民間信仰","彰化縣鹿港鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","高職(續答b2)","馬英九","宋楚瑜(跳答f8)","都差不多","都是","維持現狀,以後走向統一","有工作,但沒有收入","2-3萬元以下","2-3萬元以下"
5050318,"彰化縣鹿港鎮","傳統產業市鎮",5,2,1.1368868,.92978292,"0603","卷二",2012,101,21jul2012,"10","56","女",71,"道教","彰化縣員林鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","五專(續答b2)","沒有去投票","沒有去投票(跳答f8)","國民黨","中國人","維持現狀,以後走向獨立","2-3萬元以下","2-3萬元以下","15-16萬元以下"
5050323,"彰化縣鹿港鎮","傳統產業市鎮",5,2,1.1368868,.38672042,"0603","卷二",2012,101,16jul2012,"11","00","女",20,"沒有宗教信仰","南投縣名間鄉","南投縣(跳答a7i)","配偶去世(跳答a12)","無/不識字(跳答b7)","沒有去投票","蔡英文(續答f7)","都差不多","台灣人","不知道","沒有工作","跳答,不適用","不知道"
5060101,"彰化縣福興鄉","傳統產業市鎮",6,2,1.1368868,.86827614,"0603","卷二",2012,101,23sep2012,"08","49","男",49,"佛教","彰化縣福興鄉","彰化縣(跳答a7h)","已婚有偶(續答a11)","小學(續答b2)","馬英九","馬英九(跳答f8)","國民黨","中國人","永遠維持現狀","1萬元以下","1萬元以下","18-19萬元以下"
5060102,"彰化縣福興鄉","傳統產業市鎮",6,2,1.1368868,.92391582,"0603","卷二",2012,101,01aug2012,"14","41","男",81,"民間信仰","彰化縣福興鄉","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","技術學院,科大(續答b2)","沒有投票權","沒有投票權(跳答f8)","都差不多","台灣人","永遠維持現狀","1-2萬元以下","跳答,不適用","4-5萬元以下"
5060103,"彰化縣福興鄉","傳統產業市鎮",6,2,1.1368868,1.1777548,"0603","卷二",2012,101,18jul2012,"10","22","男",82,"沒有宗教信仰","彰化縣福興鄉","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","高職(續答b2)","沒有投票權","沒有投票權(跳答f8)","都差不多","台灣人","維持現狀,以後走向獨立","沒有工作","跳答,不適用","不知道"
5060105,"彰化縣福興鄉","傳統產業市鎮",6,2,1.1368868,.38630682,"0603","卷二",2012,101,22jul2012,"14","12","女",45,"民間信仰","彰化縣鹿港鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","無/不識字(跳答b7)","不知道/忘記了","沒有去投票(跳答f8)","都差不多","台灣人","永遠維持現狀","沒有工作","沒有工作","不知道"
5060107,"彰化縣福興鄉","傳統產業市鎮",6,2,1.1368868,.96536826,"0603","卷二",2012,101,18jul2012,"11","37","女",30,"佛教","彰化縣溪湖鎮","彰化縣(跳答a7h)","配偶去世(跳答a12)","小學(續答b2)","馬英九","馬英九(跳答f8)","國民黨","台灣人","永遠維持現狀","1萬元以下","跳答,不適用","不知道"
5060109,"彰化縣福興鄉","傳統產業市鎮",6,2,1.1368868,1.3080529,"0603","卷二",2012,101,18jul2012,"12","50","女",72,"道教","彰化縣溪湖鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","高職(續答b2)","謝長廷","蔡英文(續答f7)","民進黨","台灣人","維持現狀,以後走向統一","1-2萬元以下","2-3萬元以下","4-5萬元以下"
5060110,"彰化縣福興鄉","傳統產業市鎮",6,2,1.1368868,.98838876,"0603","卷二",2012,101,22jul2012,"16","01","男",60,"道教","彰化縣福興鄉","彰化縣(跳答a7h)","已婚有偶(續答a11)","國(初)中(續答b2)","拒答","拒答(跳答f8)","都差不多","都是","永遠維持現狀","3-4萬元以下","2-3萬元以下","6-7萬元以下"
5060111,"彰化縣福興鄉","傳統產業市鎮",6,2,1.1368868,.38672042,"0603","卷二",2012,101,18jul2012,"14","01","女",41,"民間信仰","彰化縣埔鹽鄉","彰化縣(跳答a7h)","已婚有偶(續答a11)","無/不識字(跳答b7)","馬英九","馬英九(跳答f8)","都差不多","台灣人","永遠維持現狀","有工作,但沒有收入","3-4萬元以下","3-4萬元以下"
5060114,"彰化縣福興鄉","傳統產業市鎮",6,2,1.1368868,1.06717,"0603","卷二",2012,101,22jul2012,"12","45","男",64,"道教","彰化縣鹿港鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","高職(續答b2)","馬英九","馬英九(跳答f8)","都差不多","都是","永遠維持現狀","2-3萬元以下","1萬元以下","3-4萬元以下"
5060115,"彰化縣福興鄉","傳統產業市鎮",6,2,1.1368868,.92391582,"0603","卷二",2012,101,13aug2012,"18","38","男",80,"沒有宗教信仰","彰化縣福興鄉","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","技術學院,科大(續答b2)","沒有投票權","沒有去投票(跳答f8)","都差不多","都是","儘快與大陸統一","1-2萬元以下","跳答,不適用","3-4萬元以下"
5060116,"彰化縣福興鄉","傳統產業市鎮",6,2,1.1368868,.83716514,"0603","卷二",2012,101,22jul2012,"11","51","男",65,"沒有宗教信仰","彰化縣福興鄉","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","五專(續答b2)","沒有去投票","沒有去投票(跳答f8)","都差不多","都不是","儘快與大陸統一","2-3萬元以下","跳答,不適用","9-10萬元以下"
5060117,"彰化縣福興鄉","傳統產業市鎮",6,2,1.1368868,.34819832,"0603","卷二",2012,101,19jul2012,"10","20","男",29,"民間信仰","彰化縣福興鄉","彰化縣(跳答a7h)","已婚有偶(續答a11)","無/不識字(跳答b7)","馬英九","馬英九(跳答f8)","都差不多","都是","永遠維持現狀","1萬元以下","有工作,但沒有收入","1萬元以下"
5060118,"彰化縣福興鄉","傳統產業市鎮",6,2,1.1368868,1.06717,"0603","卷二",2012,101,22jul2012,"13","27","男",64,"民間信仰","彰化縣福興鄉","彰化縣(跳答a7h)","已婚有偶(續答a11)","高中職業科(續答b2)","馬英九","馬英九(跳答f8)","都差不多","都是","永遠維持現狀","3-4萬元以下","2-3萬元以下","5-6萬元以下"
5060119,"彰化縣福興鄉","傳統產業市鎮",6,2,1.1368868,1.0803429,"0603","卷二",2012,101,01aug2012,"17","08","男",78,"民間信仰","彰化縣福興鄉","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","國(初)中(續答b2)","沒有投票權","蔡英文(續答f7)","都差不多","台灣人","儘快宣布獨立","3-4萬元以下","跳答,不適用","不知道"
5060121,"彰化縣福興鄉","傳統產業市鎮",6,2,1.1368868,1.1852338,"0603","卷二",2012,101,19jul2012,"12","46","女",63,"道教","彰化縣福興鄉","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","高中普通科(續答b2)","馬英九","宋楚瑜(跳答f8)","都差不多","都是","維持現狀,以後走向統一","2-3萬元以下","跳答,不適用","不知道"
5060124,"彰化縣福興鄉","傳統產業市鎮",6,2,1.1368868,.92391582,"0603","卷二",2012,101,19jul2012,"12","07","男",76,"民間信仰","彰化縣福興鄉","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","技術學院,科大(續答b2)","沒有去投票","沒有去投票(跳答f8)","都差不多","台灣人","維持現狀,以後走向獨立","有工作,但沒有收入","跳答,不適用","9-10萬元以下"
5060303,"彰化縣福興鄉","傳統產業市鎮",6,1,1.1368868,.93879122,"0603","卷二",2012,101,21jul2012,"11","18","女",53,"民間信仰","彰化縣福興鄉","彰化縣(跳答a7h)","已婚有偶(續答a11)","三專(續答b2)","謝長廷","蔡英文(續答f7)","都差不多","台灣人","永遠維持現狀","2-3萬元以下","4-5萬元以下","8-9萬元以下"
5060304,"彰化縣福興鄉","傳統產業市鎮",6,1,1.1368868,1.0261311,"0603","卷二",2012,101,24jul2012,"11","09","女",73,"民間信仰","彰化縣鹿港鎮","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","大學(續答b2)","馬英九","馬英九(跳答f8)","國民黨","台灣人","永遠維持現狀","4-5萬元以下","跳答,不適用","4-5萬元以下"
5060305,"彰化縣福興鄉","傳統產業市鎮",6,1,1.1368868,.93879122,"0603","卷二",2012,101,21jul2012,"10","33","女",52,"民間信仰","彰化縣秀水鄉","彰化縣(跳答a7h)","已婚有偶(續答a11)","碩士(續答b2)","馬英九","馬英九(跳答f8)","都差不多","都是","永遠維持現狀","7-8萬元以下","3-4萬元以下","11-12萬元以下"
5060306,"彰化縣福興鄉","傳統產業市鎮",6,1,1.1368868,.92391582,"0603","卷二",2012,101,22jul2012,"08","46","男",73,"沒有宗教信仰","彰化縣福興鄉","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","技術學院,科大(續答b2)","投廢票","投廢票(跳答f8)","都差不多","都是","維持現狀,以後走向統一","5-6萬元以下","跳答,不適用","6-7萬元以下"
5060307,"彰化縣福興鄉","傳統產業市鎮",6,1,1.1368868,.86827614,"0603","卷二",2012,101,21jul2012,"13","04","男",43,"民間信仰","彰化縣福興鄉","彰化縣(跳答a7h)","已婚有偶(續答a11)","小學(續答b2)","馬英九","馬英九(跳答f8)","都差不多","拒答","儘快與大陸統一","3-4萬元以下","沒有工作","不知道"
5060309,"彰化縣福興鄉","傳統產業市鎮",6,1,1.1368868,.86920574,"0603","卷二",2012,101,21jul2012,"09","13","男",28,"民間信仰","彰化縣鹿港鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","小學(續答b2)","不知道/忘記了","投廢票(跳答f8)","都差不多","中國人","不知道","沒有工作","沒有工作","2-3萬元以下"
5060310,"彰化縣福興鄉","傳統產業市鎮",6,1,1.1368868,1.0261311,"0603","卷二",2012,101,21jul2012,"12","24","女",73,"民間信仰","彰化縣福興鄉","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","大學(續答b2)","謝長廷","蔡英文(續答f7)","民進黨","台灣人","儘快宣布獨立","1-2萬元以下","跳答,不適用","不知道"
5060312,"彰化縣福興鄉","傳統產業市鎮",6,1,1.1368868,1.0775094,"0603","卷二",2012,101,16jul2012,"12","48","男",53,"民間信仰","彰化縣福興鄉","彰化縣(跳答a7h)","已婚有偶(續答a11)","高職(續答b2)","謝長廷","馬英九(跳答f8)","都差不多","台灣人","永遠維持現狀","3-4萬元以下","1-2萬元以下","5-6萬元以下"
5060313,"彰化縣福興鄉","傳統產業市鎮",6,1,1.1368868,1.0261311,"0603","卷二",2012,101,17jul2012,"18","16","女",74,"沒有宗教信仰","彰化縣福興鄉","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","大學(續答b2)","馬英九","蔡英文(續答f7)","都差不多","台灣人","永遠維持現狀","2-3萬元以下","跳答,不適用","14-15萬元以下"
5060314,"彰化縣福興鄉","傳統產業市鎮",6,1,1.1368868,.38672042,"0603","卷二",2012,101,16jul2012,"14","28","女",26,"佛教","彰化縣溪湖鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","無/不識字(跳答b7)","謝長廷","蔡英文(續答f7)","都差不多","中國人","永遠維持現狀","沒有工作","沒有工作","1萬元以下"
5060315,"彰化縣福興鄉","傳統產業市鎮",6,1,1.1368868,.38672042,"0603","卷二",2012,101,16jul2012,"15","32","女",24,"民間信仰","彰化縣福興鄉","彰化縣(跳答a7h)","配偶去世(跳答a12)","無/不識字(跳答b7)","馬英九","馬英九(跳答f8)","不知道","台灣人","不知道","沒有工作","跳答,不適用","不知道"
5060316,"彰化縣福興鄉","傳統產業市鎮",6,1,1.1368868,.98838876,"0603","卷二",2012,101,28jul2012,"15","55","男",58,"民間信仰","彰化縣福興鄉","彰化縣(跳答a7h)","已婚有偶(續答a11)","國(初)中(續答b2)","馬英九","馬英九(跳答f8)","國民黨","其他","永遠維持現狀","2-3萬元以下","1-2萬元以下","不知道"
5060319,"彰化縣福興鄉","傳統產業市鎮",6,1,1.1368868,1.0304938,"0603","卷二",2012,101,21jul2012,"15","12","女",50,"民間信仰","彰化縣花壇鄉","彰化縣(跳答a7h)","配偶去世(跳答a12)","國(初)中(續答b2)","沒有去投票","不知道/忘記了(跳答f8)","都差不多","台灣人","永遠維持現狀","沒有工作","跳答,不適用","不知道"
5060320,"彰化縣福興鄉","傳統產業市鎮",6,1,1.1368868,1.0261311,"0603","卷二",2012,101,17jul2012,"19","01","女",76,"民間信仰","彰化縣福興鄉","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","技術學院,科大(續答b2)","馬英九","沒有去投票(跳答f8)","都差不多","台灣人","儘快宣布獨立","1-2萬元以下","跳答,不適用","不知道"
5060321,"彰化縣福興鄉","傳統產業市鎮",6,1,1.1368868,.38672042,"0603","卷二",2012,101,17jul2012,"17","27","女",20,"民間信仰","彰化縣福興鄉","彰化縣(跳答a7h)","已婚有偶(續答a11)","無/不識字(跳答b7)","不知道/忘記了","不知道/忘記了(跳答f8)","都差不多","台灣人","不知道","沒有工作","沒有工作","1萬元以下"
5060322,"彰化縣福興鄉","傳統產業市鎮",6,1,1.1368868,1.06717,"0603","卷二",2012,101,22jul2012,"10","35","男",69,"民間信仰","彰化縣福興鄉","彰化縣(跳答a7h)","已婚有偶(續答a11)","高職(續答b2)","馬英九","蔡英文(續答f7)","都差不多","台灣人","永遠維持現狀","4-5萬元以下","沒有工作","9-10萬元以下"
5060323,"彰化縣福興鄉","傳統產業市鎮",6,1,1.1368868,.96536826,"0603","卷二",2012,101,22jul2012,"09","49","女",33,"民間信仰","高雄市大寮區","高雄市(跳答a7m)","已婚有偶(續答a11)","小學(續答b2)","謝長廷","蔡英文(續答f7)","都差不多","台灣人","儘快宣布獨立","1-2萬元以下","沒有工作","1-2萬元以下"
5080101,"彰化縣和美鎮","新興市鎮",2,2,1.1093393,1.3443444,"0603","卷二",2012,101,16jul2012,"21","40","男",76,"道教","彰化縣和美鎮","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","高職(續答b2)","謝長廷","蔡英文(續答f7)","民進黨","台灣人","維持現狀,以後走向獨立","3-4萬元以下","跳答,不適用","20-30萬元以下"
5080102,"彰化縣和美鎮","新興市鎮",2,2,1.1093393,1.1019165,"0603","卷二",2012,101,08aug2012,"17","36","女",40,"民間信仰","彰化縣和美鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","小學(續答b2)","馬英九","馬英九(跳答f8)","都差不多","中國人","不知道","不知道","沒有工作","不知道"
5080103,"彰化縣和美鎮","新興市鎮",2,2,1.1093393,1.4930727,"0603","卷二",2012,101,23sep2012,"11","36","女",75,"民間信仰","彰化縣和美鎮","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","高職(續答b2)","謝長廷","蔡英文(續答f7)","都差不多","台灣人","永遠維持現狀","2-3萬元以下","跳答,不適用","4-5萬元以下"
5080104,"彰化縣和美鎮","新興市鎮",2,2,1.1093393,.96483767,"0603","卷二",2012,101,23sep2012,"10","04","男",60,"沒有宗教信仰","彰化縣和美鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","二專(續答b2)","馬英九","馬英九(跳答f8)","國民黨","都是","永遠維持現狀","5-6萬元以下","2-3萬元以下","7-8萬元以下"
5080106,"彰化縣和美鎮","新興市鎮",2,2,1.1093393,.99215207,"0603","卷二",2012,101,23jul2012,"16","38","男",20,"民間信仰","彰化縣和美鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","小學(續答b2)","不知道/忘記了","不知道/忘記了(跳答f8)","不知道","台灣人","不知道","1萬元以下","沒有工作","1萬元以下"
5080107,"彰化縣和美鎮","新興市鎮",2,2,1.1093393,1.1558158,"0603","卷二",2012,101,16sep2012,"11","50","男",36,"民間信仰","彰化縣和美鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","高職(續答b2)","不知道/忘記了","不知道/忘記了(跳答f8)","都差不多","都是","永遠維持現狀","2-3萬元以下","沒有工作","不知道"
5080110,"彰化縣和美鎮","新興市鎮",2,2,1.1093393,1.0602184,"0603","卷二",2012,101,01aug2012,"11","06","男",35,"民間信仰","彰化縣和美鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","國(初)中(續答b2)","謝長廷","蔡英文(續答f7)","都差不多","都是","永遠維持現狀","1-2萬元以下","1-2萬元以下","不知道"
5080112,"彰化縣和美鎮","新興市鎮",2,2,1.1093393,1.1545797,"0603","卷二",2012,101,14sep2012,"19","20","男",46,"民間信仰","彰化縣和美鎮","彰化縣(跳答a7h)","配偶去世(跳答a12)","高職(續答b2)","沒有去投票","沒有去投票(跳答f8)","都差不多","台灣人","永遠維持現狀","1-2萬元以下","跳答,不適用","7-8萬元以下"
5080113,"彰化縣和美鎮","新興市鎮",2,2,1.1093393,.90573558,"0603","卷二",2012,101,13sep2012,"15","02","男",45,"民間信仰","彰化縣和美鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","二專(續答b2)","馬英九","馬英九(跳答f8)","都差不多","台灣人","永遠維持現狀","4-5萬元以下","有工作,但沒有收入","20-30萬元以下"
5080114,"彰化縣和美鎮","新興市鎮",2,2,1.1093393,1.171274,"0603","卷二",2012,101,30jul2012,"19","46","女",73,"道教","彰化縣溪州鄉","彰化縣(跳答a7h)","已婚有偶(續答a11)","大學(續答b2)","沒有去投票","沒有去投票(跳答f8)","都差不多","台灣人","維持現狀,以後走向獨立","2-3萬元以下","3-4萬元以下","9-10萬元以下"
5080115,"彰化縣和美鎮","新興市鎮",2,2,1.1093393,1.0602184,"0603","卷二",2012,101,04aug2012,"16","15","男",22,"民間信仰","彰化縣和美鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","初職(續答b2)","不知道/忘記了","拒答(跳答f8)","拒答","拒答","拒答","沒有工作","沒有工作","不知道"
5080116,"彰化縣和美鎮","新興市鎮",2,2,1.1093393,.99215207,"0603","卷二",2012,101,04aug2012,"18","05","男",21,"民間信仰","彰化縣和美鎮","彰化縣(跳答a7h)","配偶去世(跳答a12)","小學(續答b2)","不知道/忘記了","蔡英文(續答f7)","都差不多","台灣人","永遠維持現狀","1萬元以下","跳答,不適用","不知道"
5080117,"彰化縣和美鎮","新興市鎮",2,2,1.1093393,.99215207,"0603","卷二",2012,101,16jul2012,"時間不一致","時間不一致","男",38,"民間信仰","彰化縣和美鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","小學(續答b2)","不知道/忘記了","不知道/忘記了(跳答f8)","都差不多","台灣人","不知道","1-2萬元以下","沒有工作","不知道"
5080118,"彰化縣和美鎮","新興市鎮",2,2,1.1093393,1.2299196,"0603","卷二",2012,101,08aug2012,"21","22","男",60,"沒有宗教信仰","彰化縣和美鎮","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","高職(續答b2)","馬英九","馬英九(跳答f8)","都差不多","中國人","儘快與大陸統一","4-5萬元以下","跳答,不適用","7-8萬元以下"
5080120,"彰化縣和美鎮","新興市鎮",2,2,1.1093393,1.0602184,"0603","卷二",2012,101,17jul2012,"17","00","男",41,"民間信仰","彰化縣和美鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","國(初)中(續答b2)","馬英九","馬英九(跳答f8)","國民黨","其他","永遠維持現狀","沒有工作","2-3萬元以下","2-3萬元以下"
5080123,"彰化縣和美鎮","新興市鎮",2,2,1.1093393,1.171274,"0603","卷二",2012,101,08aug2012,"20","05","女",72,"民間信仰","彰化縣和美鎮","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","二專(續答b2)","馬英九","沒有去投票(跳答f8)","都差不多","台灣人","永遠維持現狀","2-3萬元以下","跳答,不適用","不知道"
5080124,"彰化縣和美鎮","新興市鎮",2,2,1.1093393,1.1019165,"0603","卷二",2012,101,23sep2012,"10","55","女",31,"民間信仰","彰化縣芳苑鄉","彰化縣(跳答a7h)","已婚有偶(續答a11)","小學(續答b2)","不知道/忘記了","不知道/忘記了(跳答f8)","都差不多","台灣人","不知道","沒有工作","沒有工作","1-2萬元以下"
5080126,"彰化縣和美鎮","新興市鎮",2,2,1.1093393,1.1173674,"0603","卷二",2012,101,09aug2012,"19","43","男",69,"民間信仰","彰化縣和美鎮","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","國(初)中(續答b2)","謝長廷","不知道/忘記了(跳答f8)","民進黨","台灣人","永遠維持現狀","沒有工作","跳答,不適用","不知道"
5080127,"彰化縣和美鎮","新興市鎮",2,2,1.1093393,.99109098,"0603","卷二",2012,101,30jul2012,"時間不一致","時間不一致","男",44,"民間信仰","彰化縣和美鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","小學(續答b2)","馬英九","馬英九(跳答f8)","都差不多","台灣人","永遠維持現狀","有工作,但沒有收入","沒有工作","19-20萬元以下"
5080128,"彰化縣和美鎮","新興市鎮",2,2,1.1093393,1.2181178,"0603","卷二",2012,101,24jul2012,"15","52","男",70,"民間信仰","彰化縣和美鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","高中普通科(續答b2)","謝長廷","蔡英文(續答f7)","都差不多","台灣人","儘快宣布獨立","沒有工作","2-3萬元以下","3-4萬元以下"
5080129,"彰化縣和美鎮","新興市鎮",2,2,1.1093393,.90573558,"0603","卷二",2012,101,04aug2012,"19","49","男",43,"民間信仰","彰化縣和美鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","五專(續答b2)","馬英九","沒有去投票(跳答f8)","國民黨","都是","維持現狀,以後走向統一","11-12萬元以下","沒有工作","11-12萬元以下"
5080130,"彰化縣和美鎮","新興市鎮",2,2,1.1093393,.99215207,"0603","卷二",2012,101,30jul2012,"時間不一致","時間不一致","男",22,"民間信仰","彰化縣和美鎮","彰化縣(跳答a7h)","已婚有偶(續答a11)","小學(續答b2)","沒有去投票","沒有去投票(跳答f8)","都差不多","台灣人","永遠維持現狀","沒有工作","沒有工作","不知道"
