id,zip,stratum2,psu,ssu,wsel,wr,wave,qtype,year,year_m,sdate,stime,gender,birth_year,birth_place,birth_place_code,religion,edu,marriage,taiwanese_or_chinese,taiwan_indep,pre_ele_97,pre_ele_101,legi_ele_101,political_party,month_income,mothe_house_income
5000719,"彰化縣彰化市","新興市鎮",8,2,.9674993276,.8474691192,"0604","卷二",2013,102,13 Nov 13,"2006","男性",44,"彰化縣","彰化縣彰化市","","國(初)中","已婚且與配偶同住","兩者都是","永遠維持現狀","有,謝長廷","有,蔡英文","民進黨","跳答","1-2萬元以下","5-6萬元以下"
5000723,"彰化縣彰化市","新興市鎮",8,2,.9674993276,.715681415,"0604","卷二",2013,102,09 Nov 13,"1735","男性",42,"彰化縣","彰化縣彰化市","","小學","已婚且與配偶同住","台灣人","維持現狀,以後走向獨立","有,謝長廷","有,蔡英文","民進黨","跳答","1-2萬元以下","12-13萬元以下"
5000725,"彰化縣彰化市","新興市鎮",8,2,.9674993276,.8765281057,"0604","卷二",2013,102,13 Nov 13,"1909","女性",71,"彰化縣","彰化縣彰化市","","技術學院、科大","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向獨立","有,馬英九","有,馬英九","民進黨","都沒有/都支持","7-8萬元以下","不知道"
5000726,"彰化縣彰化市","新興市鎮",8,2,.9674993276,.9683802912,"0604","卷二",2013,102,11 Nov 13,"2133","男性",58,"新北市","新北市永和區","","高職","已婚且與配偶同住","台灣人","永遠維持現狀","有,但不願意回答或忘記投給誰","沒有去投票(跳答95)","跳答","民進黨","2-3萬元以下","3-4萬元以下"
5000731,"彰化縣彰化市","新興市鎮",8,2,.9674993276,.816446309,"0604","卷二",2013,102,07 Nov 13,"2000","男性",78,"彰化縣","彰化縣彰化市","","大學","單身且從沒結過婚(跳答30)","台灣人","永遠維持現狀","當時未滿20歲","有,馬英九","國民黨","國民黨","1-2萬元以下","6-7萬元以下"
5000732,"彰化縣彰化市","新興市鎮",8,2,.9674993276,.8765281057,"0604","卷二",2013,102,09 Oct 13,"2110","女性",68,"彰化縣","彰化縣彰化市","","五專","單身且從沒結過婚(跳答30)","兩者都是","維持現狀,以後走向統一","有,馬英九","有,馬英九","國民黨","跳答","2-3萬元以下","9-10萬元以下"
5000736,"彰化縣彰化市","新興市鎮",8,2,.9674993276,.9683802912,"0604","卷二",2013,102,25 Sep 13,"2033","男性",54,"彰化縣","彰化縣彰化市","","高中職業科","已婚且與配偶同住","台灣人","維持現狀,以後走向獨立","有,馬英九","有,馬英九","國民黨","跳答","4-5萬元以下","4-5萬元以下"
5050503,"彰化縣鹿港鎮","傳統產業市鎮",4,1,1.123233078,.9530213435,"0604","卷二",2013,102,10 Oct 13,"1903","女性",75,"彰化縣","彰化縣彰化市","","大學","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向獨立","有,馬英九","有,宋楚瑜","國民黨","泛藍","5-6萬元以下","11-12萬元以下"
5050507,"彰化縣鹿港鎮","傳統產業市鎮",4,1,1.123233078,1.328150491,"0604","卷二",2013,102,10 Oct 13,"1606","男性",20,"其他","湖北省","","高職","已婚且與配偶同住","台灣人","維持現狀,以後走向統一","有,馬英九","沒有去投票(跳答95)","跳答","國民黨","1-2萬元以下","1-2萬元以下"
5050508,"彰化縣鹿港鎮","傳統產業市鎮",4,1,1.123233078,.8121736697,"0604","卷二",2013,102,10 Oct 13,"1711","男性",45,"彰化縣","彰化縣鹿港鎮","","五專","已婚且與配偶同住","台灣人","永遠維持現狀","有,謝長廷","有,蔡英文","台聯","跳答","5-6萬元以下","20-30萬元以下"
5050510,"彰化縣鹿港鎮","傳統產業市鎮",4,1,1.123233078,.9824673185,"0604","卷二",2013,102,26 Oct 13,"1904","男性",65,"彰化縣","彰化縣埔鹽鄉","","高職","已婚且與配偶同住","兩者都是","維持現狀,以後走向統一","有,馬英九","有,馬英九","國民黨","跳答","1-2萬元以下","6-7萬元以下"
5050511,"彰化縣鹿港鎮","傳統產業市鎮",4,1,1.123233078,.8715961947,"0604","卷二",2013,102,13 Oct 13,"1421","女性",50,"彰化縣","彰化縣鹿港鎮","","二專","已婚且與配偶同住","台灣人","維持現狀,以後走向統一","沒有去投票","沒有去投票(跳答95)","跳答","跳答","7-8萬元以下","20-30萬元以下"
5050512,"彰化縣鹿港鎮","傳統產業市鎮",4,1,1.123233078,.9530213435,"0604","卷二",2013,102,27 Oct 13,"1055","女性",82,"彰化縣","彰化縣彰化市","","技術學院、科大","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向獨立","當時未滿20歲","當時未滿20歲(跳答95)","跳答","都沒有/都支持","無收入","無收入"
5050513,"彰化縣鹿港鎮","傳統產業市鎮",4,1,1.123233078,.8880475231,"0604","卷二",2013,102,10 Oct 13,"1440","男性",73,"彰化縣","彰化縣鹿港鎮","","大學","單身且從沒結過婚(跳答30)","台灣人","永遠維持現狀","有,謝長廷","有,蔡英文","國民黨","民進黨","9-10萬元以下","40-50萬元以下"
5050515,"彰化縣鹿港鎮","傳統產業市鎮",4,1,1.123233078,1.235330059,"0604","卷二",2013,102,03 Nov 13,"1558","女性",31,"彰化縣","彰化縣鹿港鎮","","小學","已婚且與配偶同住","台灣人","永遠維持現狀","有,馬英九","有,馬英九","民進黨","跳答","1萬元以下","3-4萬元以下"
5050520,"彰化縣鹿港鎮","傳統產業市鎮",4,1,1.123233078,.9762375415,"0604","卷二",2013,102,13 Oct 13,"1538","男性",38,"彰化縣","彰化縣鹿港鎮","","高職","已婚且與配偶同住","台灣人","永遠維持現狀","有,馬英九","有,馬英九","國民黨","都沒有/都支持","2-3萬元以下","8-9萬元以下"
5050521,"彰化縣鹿港鎮","傳統產業市鎮",4,1,1.123233078,1.235330059,"0604","卷二",2013,102,19 Oct 13,"1933","女性",21,"彰化縣","彰化縣鹿港鎮","","小學","配偶去世","台灣人","無法決定","有,但不願意回答或忘記投給誰","有,但不願意回答或忘記投給誰","不知道/忘記了","跳答","無收入","不知道"
5050701,"彰化縣鹿港鎮","傳統產業市鎮",4,2,1.123233078,.8880475231,"0604","卷二",2013,102,25 Oct 13,"1810","男性",80,"台中市","台中市中區","","技術學院、科大","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向統一","當時未滿20歲","沒有去投票(跳答95)","跳答","國民黨","4-5萬元以下","30-40萬元以下"
5050702,"彰化縣鹿港鎮","傳統產業市鎮",4,2,1.123233078,.9796935327,"0604","卷二",2013,102,06 Oct 13,"1405","女性",53,"彰化縣","彰化縣鹿港鎮","","小學","已婚且與配偶同住","台灣人","永遠維持現狀","有,謝長廷","有,宋楚瑜","不知道/忘記了","都沒有/都支持","無收入","不知道"
5050703,"彰化縣鹿港鎮","傳統產業市鎮",4,2,1.123233078,.8880475231,"0604","卷二",2013,102,06 Oct 13,"1614","男性",78,"彰化縣","彰化縣彰化市","","大學","單身且從沒結過婚(跳答30)","兩者都是","永遠維持現狀","當時未滿20歲","有,馬英九","投廢票","都沒有/都支持","1萬元以下","不知道"
5050704,"彰化縣鹿港鎮","傳統產業市鎮",4,2,1.123233078,.9892336454,"0604","卷二",2013,102,23 Sep 13,"1819","女性",51,"彰化縣","彰化縣鹿港鎮","","國(初)中","已婚且與配偶同住","台灣人","維持現狀,以後走向獨立","有,謝長廷","有,蔡英文","民進黨","跳答","無收入","2-3萬元以下"
5050705,"彰化縣鹿港鎮","傳統產業市鎮",4,2,1.123233078,.778445687,"0604","卷二",2013,102,06 Oct 13,"0936","男性",43,"彰化縣","彰化縣鹿港鎮","","小學","已婚且與配偶同住","台灣人","永遠維持現狀","有,但不願意回答或忘記投給誰","有,但不願意回答或忘記投給誰","民進黨","都沒有/都支持","無收入","1-2萬元以下"
5050706,"彰化縣鹿港鎮","傳統產業市鎮",4,2,1.123233078,1.053305906,"0604","卷二",2013,102,06 Oct 13,"1032","男性",59,"彰化縣","彰化縣鹿港鎮","","高職","已婚且與配偶同住","台灣人","永遠維持現狀","有,馬英九","有,馬英九","國民黨","國民黨","3-4萬元以下","不知道"
5050709,"彰化縣鹿港鎮","傳統產業市鎮",4,2,1.123233078,.9820787549,"0604","卷二",2013,102,27 Oct 13,"1406","男性",73,"彰化縣","彰化縣鹿港鎮","","高職","單身且從沒結過婚(跳答30)","兩者都是","維持現狀,以後走向獨立","有,馬英九","有,馬英九","國民黨","國民黨","6-7萬元以下","19-20萬元以下"
5050711,"彰化縣鹿港鎮","傳統產業市鎮",4,2,1.123233078,.9217909909,"0604","卷二",2013,102,23 Sep 13,"2011","男性",50,"雲林縣","雲林縣斗南鎮","","國(初)中","已婚且與配偶同住","兩者都是","永遠維持現狀","有,馬英九","有,宋楚瑜","拒領區域立委選舉票","都沒有/都支持","拒答","拒答"
5050712,"彰化縣鹿港鎮","傳統產業市鎮",4,2,1.123233078,.9217909909,"0604","卷二",2013,102,15 Oct 13,"1825","男性",47,"彰化縣","彰化縣鹿港鎮","","國(初)中","已婚且與配偶同住","台灣人","永遠維持現狀","有,馬英九","有,馬英九","國民黨","跳答","3-4萬元以下","不知道"
5050713,"彰化縣鹿港鎮","傳統產業市鎮",4,2,1.123233078,1.130370823,"0604","卷二",2013,102,19 Oct 13,"1532","女性",59,"彰化縣","彰化縣線西鄉","","高職","已婚且與配偶同住","兩者都是","維持現狀,以後走向統一","沒有去投票","有,宋楚瑜","國民黨","都沒有/都支持","3-4萬元以下","6-7萬元以下"
5050717,"彰化縣鹿港鎮","傳統產業市鎮",4,2,1.123233078,.8354005109,"0604","卷二",2013,102,06 Oct 13,"2022","女性",45,"彰化縣","彰化縣秀水鄉","","小學","已婚且與配偶同住","台灣人","維持現狀,以後走向獨立","有,投廢票","有,蔡英文","民進黨","都沒有/都支持","3-4萬元以下","50-100萬元以下"
5050718,"彰化縣鹿港鎮","傳統產業市鎮",4,2,1.123233078,.8461060623,"0604","卷二",2013,102,12 Oct 13,"1606","男性",39,"彰化縣","彰化縣鹿港鎮","","小學","已婚且與配偶同住","台灣人","永遠維持現狀","有,但不願意回答或忘記投給誰","有,蔡英文","國民黨","都沒有/都支持","1-2萬元以下","1-2萬元以下"
5050719,"彰化縣鹿港鎮","傳統產業市鎮",4,2,1.123233078,.9530213435,"0604","卷二",2013,102,04 Oct 13,"2004","女性",75,"彰化縣","彰化縣鹿港鎮","","技術學院、科大","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向獨立","有,馬英九","有,馬英九","國民黨","國民黨","2-3萬元以下","14-15萬元以下"
5050720,"彰化縣鹿港鎮","傳統產業市鎮",4,2,1.123233078,1.008304156,"0604","卷二",2013,102,12 Oct 13,"1728","男性",62,"彰化縣","彰化縣鹿港鎮","","國(初)中","單身且從沒結過婚(跳答30)","台灣人","永遠維持現狀","有,馬英九","有,馬英九","國民黨","跳答","1萬元以下","5-6萬元以下"
5050721,"彰化縣鹿港鎮","傳統產業市鎮",4,2,1.123233078,.8883988829,"0604","卷二",2013,102,02 Nov 13,"1857","男性",64,"彰化縣","彰化縣鹿港鎮","","二專","已婚且與配偶同住","兩者都是","永遠維持現狀","有,馬英九","沒有去投票(跳答95)","跳答","都沒有/都支持","5-6萬元以下","8-9萬元以下"
5050722,"彰化縣鹿港鎮","傳統產業市鎮",4,2,1.123233078,.9820787549,"0604","卷二",2013,102,04 Oct 13,"1857","男性",81,"彰化縣","彰化縣鹿港鎮","","高職","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向獨立","當時未滿20歲","當時未滿20歲(跳答95)","跳答","都沒有/都支持","2-3萬元以下","3-4萬元以下"
5050723,"彰化縣鹿港鎮","傳統產業市鎮",4,2,1.123233078,1.130370823,"0604","卷二",2013,102,06 Oct 13,"1925","女性",59,"彰化縣","彰化縣鹿港鎮","","高職","已婚且與配偶同住","台灣人","維持現狀,以後走向統一","有,馬英九","有,馬英九","國民黨","跳答","3-4萬元以下","10-11萬元以下"
5050724,"彰化縣鹿港鎮","傳統產業市鎮",4,2,1.123233078,1.130370823,"0604","卷二",2013,102,19 Oct 13,"1353","女性",59,"台中市","台中市西屯區","","高職","已婚且與配偶同住","台灣人","永遠維持現狀","有,馬英九","有,馬英九","國民黨","跳答","無收入","3-4萬元以下"
5160501,"彰化縣埔鹽鄉","傳統產業市鎮",5,1,1.172069299,1.10019062,"0604","卷二",2013,102,10 Oct 13,"1407","女性",66,"彰化縣","彰化縣埔鹽鄉","","高職","單身且從沒結過婚(跳答30)","台灣人","永遠維持現狀","有,馬英九","有,馬英九","國民黨","國民黨","3-4萬元以下","不知道"
5160503,"彰化縣埔鹽鄉","傳統產業市鎮",5,1,1.172069299,.4555738631,"0604","卷二",2013,102,12 Oct 13,"1549","女性",26,"彰化縣","彰化縣埔鹽鄉","","無/不識字(跳答23)","已婚且與配偶同住","台灣人","永遠維持現狀","有,馬英九","有,但不願意回答或忘記投給誰","不知道/忘記了","都沒有/都支持","拒答","不知道"
5160506,"彰化縣埔鹽鄉","傳統產業市鎮",5,1,1.172069299,1.10019062,"0604","卷二",2013,102,02 Oct 13,"1426","女性",64,"彰化縣","彰化縣埔鹽鄉","","高中職業科","離婚(跳答30)","台灣人","永遠維持現狀","忘記有沒有去投票","沒有去投票(跳答95)","跳答","國民黨","1-2萬元以下","不知道"
5160508,"彰化縣埔鹽鄉","傳統產業市鎮",5,1,1.172069299,.8828932824,"0604","卷二",2013,102,02 Oct 13,"1549","男性",32,"彰化縣","彰化縣埔鹽鄉","","小學","已婚且與配偶同住","台灣人","永遠維持現狀","有,馬英九","有,蔡英文","民進黨","都沒有/都支持","拒答","拒答"
5160509,"彰化縣埔鹽鄉","傳統產業市鎮",5,1,1.172069299,1.099101815,"0604","卷二",2013,102,03 Oct 13,"1347","男性",60,"彰化縣","彰化縣埔鹽鄉","","高中職業科","已婚且與配偶同住","台灣人","儘快宣布獨立","有,馬英九","有,馬英九","國民黨","跳答","拒答","拒答"
5160510,"彰化縣埔鹽鄉","傳統產業市鎮",5,1,1.172069299,.937221883,"0604","卷二",2013,102,21 Oct 13,"1814","男性",51,"彰化縣","彰化縣埔鹽鄉","","高職","已婚且與配偶同住","台灣人","永遠維持現狀","有,馬英九","有,馬英九","國民黨","都沒有/都支持","2-3萬元以下","7-8萬元以下"
5160512,"彰化縣埔鹽鄉","傳統產業市鎮",5,1,1.172069299,.4555738631,"0604","卷二",2013,102,03 Oct 13,"1530","女性",19,"彰化縣","彰化縣埔鹽鄉","","無/不識字(跳答23)","配偶去世","台灣人","永遠維持現狀","忘記有沒有去投票","有,但不願意回答或忘記投給誰","民進黨","跳答","不知道","不知道"
5160516,"彰化縣埔鹽鄉","傳統產業市鎮",5,1,1.172069299,.937221883,"0604","卷二",2013,102,16 Oct 13,"1348","男性",46,"彰化縣","彰化縣溪州鄉","","高職","已婚且與配偶同住","台灣人","永遠維持現狀","有,馬英九","有,馬英九","國民黨","都沒有/都支持","拒答","拒答"
5160518,"彰化縣埔鹽鄉","傳統產業市鎮",5,1,1.172069299,.9938659596,"0604","卷二",2013,102,22 Oct 13,"1104","男性",54,"彰化縣","彰化縣埔鹽鄉","","三專","已婚且與配偶同住","兩者都是","永遠維持現狀","沒有去投票","沒有去投票(跳答95)","跳答","跳答","拒答","拒答"
5160519,"彰化縣埔鹽鄉","傳統產業市鎮",5,1,1.172069299,.4245143548,"0604","卷二",2013,102,28 Sep 13,"1622","男性",31,"彰化縣","彰化縣埔鹽鄉","","無/不識字(跳答23)","已婚且與配偶同住","台灣人","永遠維持現狀","沒有去投票","沒有去投票(跳答95)","跳答","都沒有/都支持","拒答","拒答"
5160520,"彰化縣埔鹽鄉","傳統產業市鎮",5,1,1.172069299,1.17951738,"0604","卷二",2013,102,18 Nov 13,"1053","女性",59,"彰化縣","彰化縣埔鹽鄉","","高職","已婚且與配偶同住","台灣人","永遠維持現狀","有,謝長廷","有,蔡英文","不知道/忘記了","跳答","3-4萬元以下","不知道"
5160522,"彰化縣埔鹽鄉","傳統產業市鎮",5,1,1.172069299,.4555738631,"0604","卷二",2013,102,04 Oct 13,"1506","女性",23,"彰化縣","彰化縣溪湖鎮","","無/不識字(跳答23)","已婚且與配偶同住","台灣人","永遠維持現狀","有,但不願意回答或忘記投給誰","有,蔡英文","不知道/忘記了","跳答","1萬元以下","不知道"
5160523,"彰化縣埔鹽鄉","傳統產業市鎮",5,1,1.172069299,.8717222722,"0604","卷二",2013,102,10 Oct 13,"1124","女性",42,"彰化縣","彰化縣埔鹽鄉","","小學","已婚且與配偶同住","兩者都是","永遠維持現狀","有,馬英九","有,馬英九","國民黨","跳答","1-2萬元以下","2-3萬元以下"
5160703,"彰化縣埔鹽鄉","傳統產業市鎮",5,2,1.172069299,.9270249213,"0604","卷二",2013,102,25 Sep 13,"1831","男性",66,"彰化縣","彰化縣埔鹽鄉","","技術學院、科大","單身且從沒結過婚(跳答30)","台灣人","永遠維持現狀","沒有去投票","沒有去投票(跳答95)","跳答","民進黨","2-3萬元以下","6-7萬元以下"
5160704,"彰化縣埔鹽鄉","傳統產業市鎮",5,2,1.172069299,1.128005896,"0604","卷二",2013,102,30 Sep 13,"1839","男性",52,"彰化縣","彰化縣埔鹽鄉","","國(初)中","單身且從沒結過婚(跳答30)","台灣人","永遠維持現狀","沒有去投票","沒有去投票(跳答95)","跳答","都沒有/都支持","拒答","拒答"
5160705,"彰化縣埔鹽鄉","傳統產業市鎮",5,2,1.172069299,1.201157604,"0604","卷二",2013,102,24 Sep 13,"1319","男性",25,"彰化縣","彰化縣埔鹽鄉","","小學","已婚且與配偶同住","兩者都是","儘快與中國大陸統一","有,馬英九","有,馬英九","國民黨","跳答","1萬元以下","1-2萬元以下"
5160707,"彰化縣埔鹽鄉","傳統產業市鎮",5,2,1.172069299,.926658285,"0604","卷二",2013,102,29 Sep 13,"0913","男性",76,"彰化縣","彰化縣埔鹽鄉","","技術學院、科大","已婚且與配偶同住","台灣人","永遠維持現狀","沒有去投票","沒有去投票(跳答95)","跳答","都沒有/都支持","2-3萬元以下","不知道"
5160710,"彰化縣埔鹽鄉","傳統產業市鎮",5,2,1.172069299,1.128005896,"0604","卷二",2013,102,30 Sep 13,"2000","男性",53,"彰化縣","彰化縣埔鹽鄉","","國(初)中","同居","台灣人","永遠維持現狀","有,投廢票","沒有去投票(跳答95)","跳答","都沒有/都支持","拒答","拒答"
5160711,"彰化縣埔鹽鄉","傳統產業市鎮",5,2,1.172069299,.9944570541,"0604","卷二",2013,102,28 Sep 13,"0916","女性",79,"彰化縣","彰化縣埔鹽鄉","","技術學院、科大","單身且從沒結過婚(跳答30)","台灣人","永遠維持現狀","當時未滿20歲","有,馬英九","不知道/忘記了","國民黨","2-3萬元以下","不知道"
5160712,"彰化縣埔鹽鄉","傳統產業市鎮",5,2,1.172069299,.9948505152,"0604","卷二",2013,102,10 Oct 13,"1938","女性",65,"彰化縣","彰化縣埔鹽鄉","","碩士","單身且從沒結過婚(跳答30)","台灣人","永遠維持現狀","有,謝長廷","有,蔡英文","不知道/忘記了","民進黨","4-5萬元以下","不知道"
5160714,"彰化縣埔鹽鄉","傳統產業市鎮",5,2,1.172069299,.9270249213,"0604","卷二",2013,102,28 Sep 13,"1049","男性",66,"彰化縣","彰化縣埔鹽鄉","","五專","已婚且與配偶同住","台灣人","維持現狀,以後走向獨立","有,謝長廷","有,蔡英文","民進黨","民進黨","無收入","10-11萬元以下"
5160715,"彰化縣埔鹽鄉","傳統產業市鎮",5,2,1.172069299,.9944570541,"0604","卷二",2013,102,26 Sep 13,"1808","女性",77,"彰化縣","彰化縣埔鹽鄉","","技術學院、科大","單身且從沒結過婚(跳答30)","兩者都是","維持現狀,以後走向獨立","有,馬英九","有,馬英九","國民黨","國民黨","4-5萬元以下","10-11萬元以下"
5160717,"彰化縣埔鹽鄉","傳統產業市鎮",5,2,1.172069299,1.005793536,"0604","卷二",2013,102,26 Sep 13,"1928","女性",47,"彰化縣","彰化縣溪湖鎮","","高中職業科","已婚且與配偶同住","台灣人","不知道","沒有去投票","有,馬英九","國民黨","跳答","1-2萬元以下","4-5萬元以下"
5160718,"彰化縣埔鹽鄉","傳統產業市鎮",5,2,1.172069299,.9270249213,"0604","卷二",2013,102,26 Sep 13,"1017","男性",62,"彰化縣","彰化縣埔鹽鄉","","大學","已婚且與配偶同住","兩者都是","永遠維持現狀","有,馬英九","有,馬英九","國民黨","都沒有/都支持","拒答","拒答"
5160719,"彰化縣埔鹽鄉","傳統產業市鎮",5,2,1.172069299,1.17951738,"0604","卷二",2013,102,27 Sep 13,"0900","女性",53,"彰化縣","彰化縣埔鹽鄉","","高中普通科","已婚且與配偶同住","兩者都是","永遠維持現狀","有,馬英九","有,馬英九","國民黨","跳答","3-4萬元以下","10-11萬元以下"
5280502,"彰化縣芳苑鄉","高齡化鄉鎮+偏遠鄉鎮",3,1,1.124095593,1.073524908,"0604","卷二",2013,102,25 Sep 13,"1109","男性",28,"彰化縣","彰化縣芳苑鄉","","自修/識字/私塾(跳答23)","單身且從沒結過婚(跳答30)","台灣人","儘快宣布獨立","有,謝長廷","有,蔡英文","民進黨","跳答","1萬元以下","1萬元以下"
5280503,"彰化縣芳苑鄉","高齡化鄉鎮+偏遠鄉鎮",3,1,1.124095593,.8232674258,"0604","卷二",2013,102,28 Oct 13,"1938","男性",38,"彰化縣","彰化縣芳苑鄉","","五專","已婚且與配偶同住","台灣人","永遠維持現狀","有,謝長廷","有,蔡英文","不知道/忘記了","都沒有/都支持","1-2萬元以下","1-2萬元以下"
5280504,"彰化縣芳苑鄉","高齡化鄉鎮+偏遠鄉鎮",3,1,1.124095593,.9832864821,"0604","卷二",2013,102,01 Oct 13,"1857","女性",70,"彰化縣","彰化縣芳苑鄉","","高職","單身且從沒結過婚(跳答30)","台灣人","永遠維持現狀","沒有去投票","沒有去投票(跳答95)","跳答","都沒有/都支持","2-3萬元以下","4-5萬元以下"
5280505,"彰化縣芳苑鄉","高齡化鄉鎮+偏遠鄉鎮",3,1,1.124095593,.9832864821,"0604","卷二",2013,102,01 Oct 13,"1101","女性",62,"其他","廣東省","","高中普通科","已婚且與配偶同住","兩者都是","永遠維持現狀","當時年滿20歲但沒有總統投票權","當時年滿20歲但沒有總統投票權","跳答","跳答","1萬元以下","1-2萬元以下"
5280506,"彰化縣芳苑鄉","高齡化鄉鎮+偏遠鄉鎮",3,1,1.124095593,.3794062764,"0604","卷二",2013,102,25 Sep 13,"1305","男性",30,"彰化縣","彰化縣芳苑鄉","","無/不識字(跳答23)","已婚且與配偶同住","兩者都是","永遠維持現狀","沒有去投票","沒有去投票(跳答95)","跳答","都沒有/都支持","1萬元以下","1-2萬元以下"
5280507,"彰化縣芳苑鄉","高齡化鄉鎮+偏遠鄉鎮",3,1,1.124095593,.779094741,"0604","卷二",2013,102,25 Sep 13,"1350","女性",48,"彰化縣","彰化縣芳苑鄉","","小學","離婚(跳答30)","台灣人","儘快宣布獨立","有,馬英九","有,馬英九","民進黨","跳答","1萬元以下","1萬元以下"
5280508,"彰化縣芳苑鄉","高齡化鄉鎮+偏遠鄉鎮",3,1,1.124095593,1.00814616,"0604","卷二",2013,102,25 Sep 13,"1853","男性",60,"彰化縣","彰化縣芳苑鄉","","國(初)中","已婚且與配偶同住","台灣人","維持現狀,以後走向統一","有,馬英九","有,馬英九","民進黨","國民黨","20-30萬元以下","30-40萬元以下"
5280510,"彰化縣芳苑鄉","高齡化鄉鎮+偏遠鄉鎮",3,1,1.124095593,.275348464,"0604","卷二",2013,102,25 Sep 13,"1550","女性",44,"雲林縣","雲林縣崙背鄉","","無/不識字(跳答23)","已婚且與配偶同住","台灣人","永遠維持現狀","有,馬英九","有,馬英九","不知道/忘記了","跳答","1-2萬元以下","6-7萬元以下"
5280511,"彰化縣芳苑鄉","高齡化鄉鎮+偏遠鄉鎮",3,1,1.124095593,.9828975945,"0604","卷二",2013,102,26 Sep 13,"1420","女性",83,"彰化縣","彰化縣芳苑鄉","","高職","單身且從沒結過婚(跳答30)","兩者都是","維持現狀,以後走向獨立","當時未滿20歲","當時未滿20歲(跳答95)","跳答","都沒有/都支持","1-2萬元以下","不知道"
5280512,"彰化縣芳苑鄉","高齡化鄉鎮+偏遠鄉鎮",3,1,1.124095593,.8887879611,"0604","卷二",2013,102,01 Oct 13,"1735","女性",72,"彰化縣","彰化縣芳苑鄉","","碩士","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向獨立","沒有去投票","沒有去投票(跳答95)","跳答","跳答","1萬元以下","4-5萬元以下"
5280513,"彰化縣芳苑鄉","高齡化鄉鎮+偏遠鄉鎮",3,1,1.124095593,.8596625259,"0604","卷二",2013,102,26 Sep 13,"1228","男性",50,"彰化縣","彰化縣芳苑鄉","","國(初)中","已婚且與配偶同住","台灣人","儘快與中國大陸統一","有,謝長廷","有,蔡英文","民進黨","跳答","4-5萬元以下","4-5萬元以下"
5280514,"彰化縣芳苑鄉","高齡化鄉鎮+偏遠鄉鎮",3,1,1.124095593,1.073524908,"0604","卷二",2013,102,27 Sep 13,"1159","男性",22,"彰化縣","彰化縣溪湖鎮","","小學","已婚且與配偶同住","台灣人","永遠維持現狀","沒有去投票","沒有去投票(跳答95)","跳答","跳答","1萬元以下","7-8萬元以下"
5280516,"彰化縣芳苑鄉","高齡化鄉鎮+偏遠鄉鎮",3,1,1.124095593,.9225595636,"0604","卷二",2013,102,12 Nov 13,"1244","女性",50,"彰化縣","彰化縣員林鎮","","國(初)中","已婚且與配偶同住","台灣人","永遠維持現狀","有,但不願意回答或忘記投給誰","有,但不願意回答或忘記投給誰","拒領區域立委選舉票","都沒有/都支持","1萬元以下","3-4萬元以下"
5280517,"彰化縣芳苑鄉","高齡化鄉鎮+偏遠鄉鎮",3,1,1.124095593,.275348464,"0604","卷二",2013,102,27 Sep 13,"1832","女性",44,"彰化縣","彰化縣芳苑鄉","","無/不識字(跳答23)","配偶去世","台灣人","永遠維持現狀","有,謝長廷","有,蔡英文","民進黨","跳答","1-2萬元以下","3-4萬元以下"
5280518,"彰化縣芳苑鄉","高齡化鄉鎮+偏遠鄉鎮",3,1,1.124095593,.913662452,"0604","卷二",2013,102,27 Sep 13,"1459","女性",52,"台中市","台中市神岡區","","小學","已婚且與配偶同住","兩者都是","永遠維持現狀","有,馬英九","有,馬英九","國民黨","國民黨","1萬元以下","不知道"
5280519,"彰化縣芳苑鄉","高齡化鄉鎮+偏遠鄉鎮",3,1,1.124095593,1.073524908,"0604","卷二",2013,102,27 Sep 13,"1642","男性",29,"彰化縣","彰化縣二林鎮","","自修/識字/私塾(跳答23)","已婚且與配偶同住","兩者都是","永遠維持現狀","有,謝長廷","有,蔡英文","民進黨","跳答","1萬元以下","2-3萬元以下"
5280701,"彰化縣芳苑鄉","高齡化鄉鎮+偏遠鄉鎮",3,2,1.124095593,1.00814616,"0604","卷二",2013,102,31 Oct 13,"1651","男性",60,"彰化縣","彰化縣芳苑鄉","","國(初)中","離婚(跳答30)","台灣人","永遠維持現狀","有,謝長廷","有,蔡英文","民進黨","跳答","5-6萬元以下","5-6萬元以下"
5280702,"彰化縣芳苑鄉","高齡化鄉鎮+偏遠鄉鎮",3,2,1.124095593,.8468115303,"0604","卷二",2013,102,20 Oct 13,"1232","女性",38,"彰化縣","彰化縣芳苑鄉","","小學","已婚且與配偶同住","台灣人","永遠維持現狀","有,馬英九","沒有去投票(跳答95)","跳答","都沒有/都支持","1-2萬元以下","不知道"
5280704,"彰化縣芳苑鄉","高齡化鄉鎮+偏遠鄉鎮",3,2,1.124095593,.8281933588,"0604","卷二",2013,102,05 Oct 13,"1628","男性",78,"新北市","新北市板橋區","","大學","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向獨立","當時未滿20歲","沒有去投票(跳答95)","跳答","都沒有/都支持","1萬元以下","不知道"
